Source,Target,combined_score,from_ALS,from_FTD
NDUFB10,NDUFB7,0.999,YES,NO
NDUFB10,COX6A1,0.808,YES,NO
NDUFB10,NDUFS7,0.999,YES,NO
NDUFB10,TARDBP,0.654,YES,NO
NDUFB10,ATP5F1E,0.805,YES,NO
NDUFB10,NDUFA2,0.999,YES,NO
NDUFB10,NDUFA10,0.999,YES,NO
NDUFB10,COX5B,0.98,YES,NO
NDUFB10,NDUFB5,0.999,YES,NO
NDUFB10,ATP5F1B,0.595,YES,NO
NDUFB10,NDUFS3,0.999,YES,NO
NDUFB10,SDHA,0.538,YES,NO
NDUFB10,NDUFA9,0.999,YES,NO
NDUFB10,UQCRC2,0.968,YES,NO
NDUFB10,PSMC5,0.42,YES,NO
NDUFB10,MCU,0.423,YES,NO
NDUFB10,VDAC1,0.468,YES,NO
NDUFB10,COX8A,0.488,YES,NO
NDUFB10,COX7B2,0.519,YES,NO
NDUFB10,COX6B2,0.527,YES,NO
NDUFB10,ATP5MC3,0.536,YES,NO
NDUFB10,COX7A2,0.547,YES,NO
NDUFB10,ATP5MC1,0.565,YES,NO
NDUFB10,ATP5MC2,0.616,YES,NO
NDUFB10,ATP5F1A,0.646,YES,NO
NDUFB10,NDUFA4L2,0.673,YES,NO
NDUFB10,PINK1,0.684,YES,NO
NDUFB10,SDHC,0.689,YES,NO
NDUFB10,ATP5PB,0.717,YES,NO
NDUFB10,SDHD,0.724,YES,NO
NDUFB10,ATP5F1C,0.75,YES,NO
NDUFB10,ATP5PF,0.792,YES,NO
NDUFB10,MT-CO2,0.822,YES,NO
NDUFB10,SDHB,0.848,YES,NO
NDUFB10,MT-CO3,0.856,YES,NO
NDUFB10,COX7A1,0.859,YES,NO
NDUFB10,ATP5PO,0.86,YES,NO
NDUFB10,MT-CO1,0.881,YES,NO
NDUFB10,UQCRHL,0.909,YES,NO
NDUFB10,COX4I2,0.915,YES,NO
NDUFB10,MT-CYB,0.917,YES,NO
NDUFB10,COX7B,0.928,YES,NO
NDUFB10,COX6C,0.939,YES,NO
NDUFB10,COX6B1,0.944,YES,NO
NDUFB10,COX6A2,0.946,YES,NO
NDUFB10,COX7C,0.967,YES,NO
NDUFB10,ATP5PD,0.973,YES,NO
NDUFB10,UQCRQ,0.974,YES,NO
NDUFB10,UQCR11,0.983,YES,NO
NDUFB10,MT-ND6,0.988,YES,NO
NDUFB10,UQCRFS1,0.989,YES,NO
NDUFB10,NDUFA4,0.989,YES,NO
NDUFB10,UQCRH,0.99,YES,NO
NDUFB10,COX5A,0.993,YES,NO
NDUFB10,COX4I1,0.994,YES,NO
NDUFB10,UQCRB,0.994,YES,NO
NDUFB10,CYC1,0.995,YES,NO
NDUFB10,UQCR10,0.996,YES,NO
NDUFB10,NDUFC1,0.997,YES,NO
NDUFB10,MT-ND4L,0.998,YES,NO
NDUFB10,NDUFV3,0.999,YES,NO
NDUFB10,NDUFS2,0.999,YES,NO
NDUFB10,NDUFS5,0.999,YES,NO
NDUFB10,NDUFA8,0.999,YES,NO
NDUFB10,NDUFS8,0.999,YES,NO
NDUFB10,NDUFB6,0.999,YES,NO
NDUFB10,NDUFB1,0.999,YES,NO
NDUFB10,NDUFA7,0.999,YES,NO
NDUFB10,NDUFS4,0.999,YES,NO
NDUFB10,NDUFA1,0.999,YES,NO
NDUFB10,NDUFA11,0.999,YES,NO
NDUFB10,NDUFB9,0.999,YES,NO
NDUFB10,NDUFA3,0.999,YES,NO
NDUFB10,MT-ND1,0.999,YES,NO
NDUFB10,NDUFV1,0.999,YES,NO
NDUFB10,MT-ND2,0.999,YES,NO
NDUFB10,NDUFA12,0.999,YES,NO
NDUFB10,NDUFB2,0.999,YES,NO
NDUFB10,NDUFB8,0.999,YES,NO
NDUFB10,NDUFS6,0.999,YES,NO
NDUFB10,NDUFA6,0.999,YES,NO
NDUFB10,NDUFA5,0.999,YES,NO
NDUFB10,MT-ND5,0.999,YES,NO
NDUFB10,NDUFV2,0.999,YES,NO
NDUFB10,NDUFAB1,0.999,YES,NO
NDUFB10,NDUFS1,0.999,YES,NO
NDUFB10,NDUFB3,0.999,YES,NO
NDUFB10,NDUFC2,0.999,YES,NO
NDUFB10,NDUFA13,0.999,YES,NO
NDUFB10,MT-ND4,0.999,YES,NO
NDUFB10,MT-ND3,0.999,YES,NO
NDUFB2,NDUFB4,0.999,YES,NO
NDUFB2,UQCRC1,0.866,YES,NO
NDUFB2,NDUFB7,0.999,YES,NO
NDUFB2,COX6A1,0.552,YES,NO
NDUFB2,NDUFS7,0.996,YES,NO
NDUFB2,TARDBP,0.65,YES,NO
NDUFB2,ATP5F1E,0.683,YES,NO
NDUFB2,NDUFA2,0.999,YES,NO
NDUFB2,NDUFA10,0.999,YES,NO
NDUFB2,COX5B,0.969,YES,NO
NDUFB2,NDUFB5,0.998,YES,NO
NDUFB2,NDUFS3,0.996,YES,NO
NDUFB2,NDUFA9,0.995,YES,NO
NDUFB2,UQCRC2,0.86,YES,NO
NDUFB2,NDUFB10,0.999,YES,NO
NDUFB2,NDUFS6,0.997,YES,NO
NDUFB2,NDUFB9,0.999,YES,NO
NDUFB2,NDUFC2,0.996,YES,NO
NDUFB2,ATP5MC3,0.448,YES,NO
NDUFB2,COX6A2,0.834,YES,NO
NDUFB2,ATP5PO,0.5,YES,NO
NDUFB2,COX7A1,0.851,YES,NO
NDUFB2,NDUFS4,0.996,YES,NO
NDUFB2,NDUFB8,0.999,YES,NO
NDUFB2,NDUFA7,0.999,YES,NO
NDUFB2,ATP5PD,0.44,YES,NO
NDUFB2,UQCRFS1,0.88,YES,NO
NDUFB2,UQCRH,0.905,YES,NO
NDUFB2,NDUFS8,0.996,YES,NO
NDUFB2,CYC1,0.814,YES,NO
NDUFB2,COX5A,0.884,YES,NO
NDUFB2,COX8A,0.7,YES,NO
NDUFB2,NDUFV2,0.997,YES,NO
NDUFB2,NDUFA12,0.996,YES,NO
NDUFB2,UQCR10,0.925,YES,NO
NDUFB2,NDUFA4,0.99,YES,NO
NDUFB2,NDUFV3,0.998,YES,NO
NDUFB2,MT-CO1,0.807,YES,NO
NDUFB2,MT-CYB,0.819,YES,NO
NDUFB2,MT-ND6,0.974,YES,NO
NDUFB2,MT-ND1,0.994,YES,NO
NDUFB2,MT-ND4L,0.975,YES,NO
NDUFB2,MT-ND5,0.997,YES,NO
NDUFB2,MT-ND4,0.994,YES,NO
NDUFB2,MT-CO3,0.812,YES,NO
NDUFB2,MT-ND2,0.994,YES,NO
NDUFB2,MT-ND3,0.994,YES,NO
NDUFB2,NDUFS2,0.996,YES,NO
NDUFB2,ATP5PB,0.416,YES,NO
NDUFB2,COX7A2,0.712,YES,NO
NDUFB2,NDUFA1,0.999,YES,NO
NDUFB2,NDUFS5,0.995,YES,NO
NDUFB2,NDUFA8,0.997,YES,NO
NDUFB2,PINK1,0.674,YES,NO
NDUFB2,UQCRQ,0.956,YES,NO
NDUFB2,NDUFB6,0.997,YES,NO
NDUFB2,ATP5MC1,0.475,YES,NO
NDUFB2,NDUFA4L2,0.549,YES,NO
NDUFB2,ATP5F1A,0.471,YES,NO
NDUFB2,NDUFA11,0.996,YES,NO
NDUFB2,ATP5PF,0.664,YES,NO
NDUFB2,NDUFS1,0.995,YES,NO
NDUFB2,NDUFB3,0.999,YES,NO
NDUFB2,NDUFA5,0.998,YES,NO
NDUFB2,NDUFA3,0.996,YES,NO
NDUFB2,COX6C,0.774,YES,NO
NDUFB2,COX6B1,0.898,YES,NO
NDUFB2,COX4I1,0.898,YES,NO
NDUFB2,UQCRB,0.913,YES,NO
NDUFB2,UQCR11,0.937,YES,NO
NDUFB2,COX7B,0.938,YES,NO
NDUFB2,COX7C,0.944,YES,NO
NDUFB2,NDUFV1,0.996,YES,NO
NDUFB2,NDUFA13,0.997,YES,NO
NDUFB2,NDUFB1,0.998,YES,NO
NDUFB2,NDUFC1,0.998,YES,NO
NDUFB2,NDUFA6,0.999,YES,NO
NDUFB2,NDUFAB1,0.999,YES,NO
NDUFB3,PSMA4,0.439,YES,NO
NDUFB3,NDUFB4,0.999,YES,NO
NDUFB3,UQCRC1,0.94,YES,NO
NDUFB3,NDUFB7,0.999,YES,NO
NDUFB3,COX6A1,0.697,YES,NO
NDUFB3,NDUFS7,0.999,YES,NO
NDUFB3,TARDBP,0.652,YES,NO
NDUFB3,ATP5F1E,0.625,YES,NO
NDUFB3,NDUFA2,0.999,YES,NO
NDUFB3,NDUFA10,0.999,YES,NO
NDUFB3,COX5B,0.977,YES,NO
NDUFB3,NDUFB5,0.999,YES,NO
NDUFB3,ATP5F1B,0.585,YES,NO
NDUFB3,NDUFS3,0.999,YES,NO
NDUFB3,SDHA,0.541,YES,NO
NDUFB3,NDUFA9,0.999,YES,NO
NDUFB3,UQCRC2,0.96,YES,NO
NDUFB3,NDUFB10,0.999,YES,NO
NDUFB3,NDUFS6,0.999,YES,NO
NDUFB3,NDUFB9,0.999,YES,NO
NDUFB3,NDUFC2,0.999,YES,NO
NDUFB3,ATP5MC3,0.626,YES,NO
NDUFB3,COX6A2,0.9,YES,NO
NDUFB3,ATP5PO,0.759,YES,NO
NDUFB3,COX7A1,0.904,YES,NO
NDUFB3,NDUFS4,0.999,YES,NO
NDUFB3,NDUFB8,0.999,YES,NO
NDUFB3,NDUFA7,0.999,YES,NO
NDUFB3,ATP5PD,0.931,YES,NO
NDUFB3,UQCRFS1,0.98,YES,NO
NDUFB3,UQCRH,0.974,YES,NO
NDUFB3,NDUFS8,0.999,YES,NO
NDUFB3,CYC1,0.93,YES,NO
NDUFB3,COX5A,0.947,YES,NO
NDUFB3,COX8A,0.641,YES,NO
NDUFB3,NDUFV2,0.999,YES,NO
NDUFB3,NDUFA12,0.999,YES,NO
NDUFB3,UQCR10,0.98,YES,NO
NDUFB3,NDUFA4,0.994,YES,NO
NDUFB3,NDUFV3,0.999,YES,NO
NDUFB3,ATP5F1C,0.759,YES,NO
NDUFB3,MT-CO1,0.87,YES,NO
NDUFB3,MT-CYB,0.882,YES,NO
NDUFB3,MT-ND6,0.986,YES,NO
NDUFB3,MT-ND1,0.999,YES,NO
NDUFB3,MT-ND4L,0.986,YES,NO
NDUFB3,MT-ND5,0.999,YES,NO
NDUFB3,MT-CO2,0.809,YES,NO
NDUFB3,MT-ND4,0.999,YES,NO
NDUFB3,MT-CO3,0.868,YES,NO
NDUFB3,MT-ND2,0.999,YES,NO
NDUFB3,MT-ND3,0.999,YES,NO
NDUFB3,SDHC,0.638,YES,NO
NDUFB3,NDUFS2,0.999,YES,NO
NDUFB3,ATP5PB,0.812,YES,NO
NDUFB3,COX7A2,0.76,YES,NO
NDUFB3,NDUFA1,0.999,YES,NO
NDUFB3,NDUFS5,0.999,YES,NO
NDUFB3,NDUFA8,0.999,YES,NO
NDUFB3,PINK1,0.671,YES,NO
NDUFB3,SDHB,0.762,YES,NO
NDUFB3,SDHD,0.577,YES,NO
NDUFB3,COX4I2,0.569,YES,NO
NDUFB3,UQCRQ,0.985,YES,NO
NDUFB3,NDUFB6,0.999,YES,NO
NDUFB3,ATP5MC1,0.573,YES,NO
NDUFB3,NDUFA4L2,0.677,YES,NO
NDUFB3,COX7B2,0.56,YES,NO
NDUFB3,ATP5F1A,0.419,YES,NO
NDUFB3,NDUFA11,0.999,YES,NO
NDUFB3,ATP5PF,0.945,YES,NO
NDUFB3,NDUFS1,0.999,YES,NO
NDUFB3,ATP5MC2,0.491,YES,NO
NDUFB3,COX6B2,0.558,YES,NO
NDUFB3,UQCRHL,0.732,YES,NO
NDUFB3,COX4I1,0.936,YES,NO
NDUFB3,COX6B1,0.952,YES,NO
NDUFB3,UQCR11,0.959,YES,NO
NDUFB3,COX7B,0.967,YES,NO
NDUFB3,COX6C,0.968,YES,NO
NDUFB3,COX7C,0.98,YES,NO
NDUFB3,UQCRB,0.981,YES,NO
NDUFB3,NDUFA5,0.999,YES,NO
NDUFB3,NDUFA6,0.999,YES,NO
NDUFB3,NDUFB2,0.999,YES,NO
NDUFB3,NDUFA13,0.999,YES,NO
NDUFB3,NDUFAB1,0.999,YES,NO
NDUFB3,NDUFC1,0.999,YES,NO
NDUFB3,NDUFB1,0.999,YES,NO
NDUFB3,NDUFA3,0.999,YES,NO
NDUFB3,NDUFV1,0.999,YES,NO
NDUFB4,COX7A2L,0.41,YES,NO
NDUFB4,VDAC1,0.417,YES,NO
NDUFB4,COX8A,0.428,YES,NO
NDUFB4,SDHA,0.454,YES,NO
NDUFB4,ATP5F1A,0.499,YES,NO
NDUFB4,ATP5MC2,0.508,YES,NO
NDUFB4,COX7B2,0.52,YES,NO
NDUFB4,ATP5F1E,0.525,YES,NO
NDUFB4,COX4I2,0.531,YES,NO
NDUFB4,UQCRHL,0.534,YES,NO
NDUFB4,COX6B2,0.551,YES,NO
NDUFB4,ATP5MC1,0.58,YES,NO
NDUFB4,ATP5F1B,0.613,YES,NO
NDUFB4,ATP5MC3,0.629,YES,NO
NDUFB4,ATP5F1D,0.656,YES,NO
NDUFB4,TARDBP,0.659,YES,NO
NDUFB4,ATP5PB,0.673,YES,NO
NDUFB4,COX7A2,0.677,YES,NO
NDUFB4,SDHB,0.687,YES,NO
NDUFB4,PINK1,0.691,YES,NO
NDUFB4,SDHC,0.706,YES,NO
NDUFB4,ATP5F1C,0.757,YES,NO
NDUFB4,COX6A1,0.761,YES,NO
NDUFB4,NDUFA4L2,0.767,YES,NO
NDUFB4,MT-CO2,0.801,YES,NO
NDUFB4,SDHD,0.806,YES,NO
NDUFB4,ATP5PD,0.839,YES,NO
NDUFB4,MT-CO3,0.864,YES,NO
NDUFB4,ATP5PO,0.866,YES,NO
NDUFB4,MT-CO1,0.869,YES,NO
NDUFB4,MT-CYB,0.886,YES,NO
NDUFB4,ATP5PF,0.89,YES,NO
NDUFB4,COX7B,0.927,YES,NO
NDUFB4,CYC1,0.928,YES,NO
NDUFB4,COX6A2,0.93,YES,NO
NDUFB4,COX7A1,0.941,YES,NO
NDUFB4,COX4I1,0.942,YES,NO
NDUFB4,UQCRC2,0.951,YES,NO
NDUFB4,UQCRH,0.952,YES,NO
NDUFB4,COX6B1,0.956,YES,NO
NDUFB4,UQCRC1,0.967,YES,NO
NDUFB4,UQCR11,0.975,YES,NO
NDUFB4,UQCRFS1,0.98,YES,NO
NDUFB4,COX5B,0.984,YES,NO
NDUFB4,COX7C,0.984,YES,NO
NDUFB4,COX6C,0.985,YES,NO
NDUFB4,MT-ND6,0.987,YES,NO
NDUFB4,COX5A,0.988,YES,NO
NDUFB4,MT-ND4L,0.988,YES,NO
NDUFB4,NDUFA4,0.993,YES,NO
NDUFB4,UQCR10,0.994,YES,NO
NDUFB4,UQCRB,0.995,YES,NO
NDUFB4,MT-ND1,0.996,YES,NO
NDUFB4,MT-ND3,0.997,YES,NO
NDUFB4,UQCRQ,0.997,YES,NO
NDUFB4,MT-ND2,0.998,YES,NO
NDUFB4,MT-ND4,0.999,YES,NO
NDUFB4,NDUFB5,0.999,YES,NO
NDUFB4,NDUFA13,0.999,YES,NO
NDUFB4,NDUFC2,0.999,YES,NO
NDUFB4,NDUFB3,0.999,YES,NO
NDUFB4,NDUFAB1,0.999,YES,NO
NDUFB4,NDUFS1,0.999,YES,NO
NDUFB4,NDUFV2,0.999,YES,NO
NDUFB4,NDUFC1,0.999,YES,NO
NDUFB4,MT-ND5,0.999,YES,NO
NDUFB4,NDUFA9,0.999,YES,NO
NDUFB4,NDUFA5,0.999,YES,NO
NDUFB4,NDUFB8,0.999,YES,NO
NDUFB4,NDUFA6,0.999,YES,NO
NDUFB4,NDUFS6,0.999,YES,NO
NDUFB4,NDUFB2,0.999,YES,NO
NDUFB4,NDUFA12,0.999,YES,NO
NDUFB4,NDUFS3,0.999,YES,NO
NDUFB4,NDUFV1,0.999,YES,NO
NDUFB4,NDUFA3,0.999,YES,NO
NDUFB4,NDUFB9,0.999,YES,NO
NDUFB4,NDUFA1,0.999,YES,NO
NDUFB4,NDUFA11,0.999,YES,NO
NDUFB4,NDUFB7,0.999,YES,NO
NDUFB4,NDUFS4,0.999,YES,NO
NDUFB4,NDUFA7,0.999,YES,NO
NDUFB4,NDUFB1,0.999,YES,NO
NDUFB4,NDUFS7,0.999,YES,NO
NDUFB4,NDUFB6,0.999,YES,NO
NDUFB4,NDUFA10,0.999,YES,NO
NDUFB4,NDUFS8,0.999,YES,NO
NDUFB4,NDUFA8,0.999,YES,NO
NDUFB4,NDUFA2,0.999,YES,NO
NDUFB4,NDUFS5,0.999,YES,NO
NDUFB4,NDUFS2,0.999,YES,NO
NDUFB4,NDUFB10,0.999,YES,NO
NDUFB4,NDUFV3,0.999,YES,NO
NDUFB5,NDUFB4,0.999,YES,NO
NDUFB5,UQCRC1,0.967,YES,NO
NDUFB5,ATP5F1D,0.901,YES,NO
NDUFB5,NDUFB7,0.999,YES,NO
NDUFB5,PSMA3,0.701,YES,NO
NDUFB5,COX6A1,0.747,YES,NO
NDUFB5,NDUFS7,0.999,YES,NO
NDUFB5,TARDBP,0.664,YES,NO
NDUFB5,ATP5F1E,0.676,YES,NO
NDUFB5,NDUFA2,0.999,YES,NO
NDUFB5,NDUFA10,0.999,YES,NO
NDUFB5,COX5B,0.991,YES,NO
NDUFB5,SDHA,0.429,YES,NO
NDUFB5,COX8A,0.466,YES,NO
NDUFB5,COX7A2L,0.516,YES,NO
NDUFB5,COX6B2,0.629,YES,NO
NDUFB5,CYCS,0.644,YES,NO
NDUFB5,COX4I2,0.682,YES,NO
NDUFB5,COX7B2,0.693,YES,NO
NDUFB5,PINK1,0.694,YES,NO
NDUFB5,ATP5MC2,0.718,YES,NO
NDUFB5,ATP5F1B,0.729,YES,NO
NDUFB5,UQCRHL,0.762,YES,NO
NDUFB5,ATP5MC1,0.772,YES,NO
NDUFB5,MT-CO2,0.796,YES,NO
NDUFB5,ATP5MC3,0.804,YES,NO
NDUFB5,NDUFA4L2,0.805,YES,NO
NDUFB5,SDHB,0.824,YES,NO
NDUFB5,SDHC,0.825,YES,NO
NDUFB5,ATP5F1A,0.829,YES,NO
NDUFB5,ATP5PO,0.855,YES,NO
NDUFB5,MT-CO3,0.857,YES,NO
NDUFB5,MT-CO1,0.869,YES,NO
NDUFB5,COX7A2,0.874,YES,NO
NDUFB5,MT-CYB,0.874,YES,NO
NDUFB5,COX7A1,0.878,YES,NO
NDUFB5,ATP5PF,0.909,YES,NO
NDUFB5,ATP5F1C,0.919,YES,NO
NDUFB5,COX6A2,0.933,YES,NO
NDUFB5,SDHD,0.934,YES,NO
NDUFB5,CYC1,0.939,YES,NO
NDUFB5,COX6B1,0.948,YES,NO
NDUFB5,COX4I1,0.949,YES,NO
NDUFB5,ATP5PB,0.954,YES,NO
NDUFB5,ATP5PD,0.955,YES,NO
NDUFB5,UQCR11,0.958,YES,NO
NDUFB5,COX7B,0.974,YES,NO
NDUFB5,COX7C,0.975,YES,NO
NDUFB5,UQCRC2,0.976,YES,NO
NDUFB5,UQCRH,0.978,YES,NO
NDUFB5,UQCRFS1,0.979,YES,NO
NDUFB5,COX6C,0.982,YES,NO
NDUFB5,UQCRQ,0.983,YES,NO
NDUFB5,UQCRB,0.985,YES,NO
NDUFB5,UQCR10,0.987,YES,NO
NDUFB5,MT-ND4L,0.991,YES,NO
NDUFB5,COX5A,0.992,YES,NO
NDUFB5,NDUFA4,0.996,YES,NO
NDUFB5,MT-ND6,0.996,YES,NO
NDUFB5,MT-ND1,0.997,YES,NO
NDUFB5,MT-ND3,0.997,YES,NO
NDUFB5,NDUFB2,0.998,YES,NO
NDUFB5,NDUFA8,0.999,YES,NO
NDUFB5,NDUFS5,0.999,YES,NO
NDUFB5,NDUFS2,0.999,YES,NO
NDUFB5,NDUFB10,0.999,YES,NO
NDUFB5,NDUFV3,0.999,YES,NO
NDUFB5,NDUFB1,0.999,YES,NO
NDUFB5,NDUFB6,0.999,YES,NO
NDUFB5,NDUFS8,0.999,YES,NO
NDUFB5,NDUFA11,0.999,YES,NO
NDUFB5,NDUFA1,0.999,YES,NO
NDUFB5,NDUFS4,0.999,YES,NO
NDUFB5,NDUFA7,0.999,YES,NO
NDUFB5,MT-ND2,0.999,YES,NO
NDUFB5,NDUFV1,0.999,YES,NO
NDUFB5,NDUFS3,0.999,YES,NO
NDUFB5,NDUFB9,0.999,YES,NO
NDUFB5,NDUFA3,0.999,YES,NO
NDUFB5,NDUFA12,0.999,YES,NO
NDUFB5,NDUFA9,0.999,YES,NO
NDUFB5,MT-ND5,0.999,YES,NO
NDUFB5,NDUFA5,0.999,YES,NO
NDUFB5,NDUFS6,0.999,YES,NO
NDUFB5,NDUFA6,0.999,YES,NO
NDUFB5,NDUFB8,0.999,YES,NO
NDUFB5,NDUFB3,0.999,YES,NO
NDUFB5,NDUFV2,0.999,YES,NO
NDUFB5,NDUFS1,0.999,YES,NO
NDUFB5,NDUFAB1,0.999,YES,NO
NDUFB5,NDUFC1,0.999,YES,NO
NDUFB5,MT-ND4,0.999,YES,NO
NDUFB5,NDUFA13,0.999,YES,NO
NDUFB5,NDUFC2,0.999,YES,NO
NDUFB6,NDUFB4,0.999,YES,NO
NDUFB6,UQCRC1,0.945,YES,NO
NDUFB6,ATP5F1D,0.887,YES,NO
NDUFB6,NDUFB7,0.999,YES,NO
NDUFB6,COX6A1,0.763,YES,NO
NDUFB6,NDUFS7,0.999,YES,NO
NDUFB6,TARDBP,0.666,YES,NO
NDUFB6,ATP5F1E,0.533,YES,NO
NDUFB6,NDUFA2,0.999,YES,NO
NDUFB6,NDUFA10,0.999,YES,NO
NDUFB6,COX5B,0.977,YES,NO
NDUFB6,NDUFB5,0.999,YES,NO
NDUFB6,ATP5F1B,0.494,YES,NO
NDUFB6,NDUFS3,0.999,YES,NO
NDUFB6,SDHA,0.657,YES,NO
NDUFB6,NDUFA9,0.999,YES,NO
NDUFB6,UQCRC2,0.955,YES,NO
NDUFB6,NDUFB10,0.999,YES,NO
NDUFB6,NDUFS6,0.999,YES,NO
NDUFB6,NDUFB9,0.999,YES,NO
NDUFB6,NDUFC2,0.999,YES,NO
NDUFB6,ATP5MC3,0.601,YES,NO
NDUFB6,COX6A2,0.939,YES,NO
NDUFB6,ATP5PO,0.87,YES,NO
NDUFB6,COX7A1,0.919,YES,NO
NDUFB6,NDUFS4,0.999,YES,NO
NDUFB6,NDUFB8,0.999,YES,NO
NDUFB6,NDUFA7,0.999,YES,NO
NDUFB6,ATP5PD,0.93,YES,NO
NDUFB6,UQCRFS1,0.985,YES,NO
NDUFB6,CYCS,0.478,YES,NO
NDUFB6,UQCRH,0.956,YES,NO
NDUFB6,NDUFS8,0.999,YES,NO
NDUFB6,CYC1,0.973,YES,NO
NDUFB6,COX5A,0.994,YES,NO
NDUFB6,COX8A,0.511,YES,NO
NDUFB6,NDUFV2,0.999,YES,NO
NDUFB6,NDUFA12,0.999,YES,NO
NDUFB6,UQCR10,0.983,YES,NO
NDUFB6,NDUFA4,0.991,YES,NO
NDUFB6,NDUFV3,0.999,YES,NO
NDUFB6,ATP5F1C,0.917,YES,NO
NDUFB6,MT-CO1,0.909,YES,NO
NDUFB6,MT-CYB,0.891,YES,NO
NDUFB6,MT-ND6,0.995,YES,NO
NDUFB6,MT-ND1,0.998,YES,NO
NDUFB6,MT-ND4L,0.996,YES,NO
NDUFB6,MT-ND5,0.999,YES,NO
NDUFB6,MT-CO2,0.808,YES,NO
NDUFB6,MT-ND4,0.999,YES,NO
NDUFB6,MT-CO3,0.863,YES,NO
NDUFB6,MT-ND2,0.998,YES,NO
NDUFB6,MT-ND3,0.997,YES,NO
NDUFB6,SDHC,0.831,YES,NO
NDUFB6,NDUFS2,0.999,YES,NO
NDUFB6,ATP5PB,0.922,YES,NO
NDUFB6,COX7A2,0.895,YES,NO
NDUFB6,NDUFA1,0.999,YES,NO
NDUFB6,NDUFS5,0.999,YES,NO
NDUFB6,NDUFA8,0.999,YES,NO
NDUFB6,PINK1,0.683,YES,NO
NDUFB6,SDHB,0.859,YES,NO
NDUFB6,SDHD,0.804,YES,NO
NDUFB6,COX4I2,0.773,YES,NO
NDUFB6,UQCRQ,0.988,YES,NO
NDUFB6,VDAC1,0.465,YES,NO
NDUFB6,COX7B2,0.507,YES,NO
NDUFB6,ATP5MC2,0.516,YES,NO
NDUFB6,UQCRHL,0.585,YES,NO
NDUFB6,ATP5F1A,0.586,YES,NO
NDUFB6,ATP5MC1,0.626,YES,NO
NDUFB6,NDUFA4L2,0.688,YES,NO
NDUFB6,COX6B2,0.792,YES,NO
NDUFB6,COX6C,0.89,YES,NO
NDUFB6,COX7B,0.935,YES,NO
NDUFB6,UQCR11,0.963,YES,NO
NDUFB6,COX4I1,0.963,YES,NO
NDUFB6,COX6B1,0.964,YES,NO
NDUFB6,COX7C,0.974,YES,NO
NDUFB6,ATP5PF,0.984,YES,NO
NDUFB6,UQCRB,0.988,YES,NO
NDUFB6,NDUFB2,0.997,YES,NO
NDUFB6,NDUFC1,0.998,YES,NO
NDUFB6,NDUFB1,0.999,YES,NO
NDUFB6,NDUFA11,0.999,YES,NO
NDUFB6,NDUFA3,0.999,YES,NO
NDUFB6,NDUFV1,0.999,YES,NO
NDUFB6,NDUFA6,0.999,YES,NO
NDUFB6,NDUFA5,0.999,YES,NO
NDUFB6,NDUFAB1,0.999,YES,NO
NDUFB6,NDUFS1,0.999,YES,NO
NDUFB6,NDUFB3,0.999,YES,NO
NDUFB6,NDUFA13,0.999,YES,NO
NDUFB7,NDUFB4,0.999,YES,NO
NDUFB7,UQCRC1,0.991,YES,NO
NDUFB7,ATP5F1D,0.97,YES,NO
NDUFB7,COX7B2,0.404,YES,NO
NDUFB7,MCU,0.424,YES,NO
NDUFB7,PSMB6,0.445,YES,NO
NDUFB7,SDHA,0.53,YES,NO
NDUFB7,ATP5MC2,0.546,YES,NO
NDUFB7,ATP5MC3,0.636,YES,NO
NDUFB7,COX7A2,0.656,YES,NO
NDUFB7,TARDBP,0.656,YES,NO
NDUFB7,ATP5F1E,0.662,YES,NO
NDUFB7,PINK1,0.669,YES,NO
NDUFB7,ATP5PO,0.683,YES,NO
NDUFB7,COX4I2,0.701,YES,NO
NDUFB7,ATP5MC1,0.703,YES,NO
NDUFB7,NDUFA4L2,0.726,YES,NO
NDUFB7,SDHD,0.732,YES,NO
NDUFB7,COX6A1,0.745,YES,NO
NDUFB7,COX8A,0.757,YES,NO
NDUFB7,ATP5F1C,0.757,YES,NO
NDUFB7,COX6B2,0.763,YES,NO
NDUFB7,SDHC,0.775,YES,NO
NDUFB7,ATP5PF,0.803,YES,NO
NDUFB7,ATP5PB,0.808,YES,NO
NDUFB7,MT-CO2,0.809,YES,NO
NDUFB7,COX6C,0.833,YES,NO
NDUFB7,MT-CO3,0.862,YES,NO
NDUFB7,SDHB,0.865,YES,NO
NDUFB7,MT-CO1,0.877,YES,NO
NDUFB7,ATP5PD,0.883,YES,NO
NDUFB7,COX7A1,0.898,YES,NO
NDUFB7,COX7B,0.923,YES,NO
NDUFB7,UQCRHL,0.926,YES,NO
NDUFB7,MT-CYB,0.94,YES,NO
NDUFB7,COX6A2,0.961,YES,NO
NDUFB7,UQCRC2,0.963,YES,NO
NDUFB7,COX4I1,0.967,YES,NO
NDUFB7,COX6B1,0.972,YES,NO
NDUFB7,COX7C,0.977,YES,NO
NDUFB7,NDUFA4,0.982,YES,NO
NDUFB7,COX5A,0.985,YES,NO
NDUFB7,MT-ND6,0.987,YES,NO
NDUFB7,UQCRB,0.994,YES,NO
NDUFB7,COX5B,0.995,YES,NO
NDUFB7,CYC1,0.996,YES,NO
NDUFB7,UQCRFS1,0.996,YES,NO
NDUFB7,UQCRH,0.997,YES,NO
NDUFB7,UQCR11,0.997,YES,NO
NDUFB7,MT-ND4L,0.998,YES,NO
