Species A,Gene A,Species B,Gene B,Score
Homo sapiens,CYC1,Homo sapiens,COX7C,1.794850538
Homo sapiens,HSP90B1,Homo sapiens,COX7C,1.631632163
Homo sapiens,MGST3,Homo sapiens,COX7C,1.654633517
Homo sapiens,COX2,Homo sapiens,COX7C,1.655511879
Homo sapiens,NDUFA4,Homo sapiens,COX7C,1.574163269
Homo sapiens,NDUFS2,Homo sapiens,COX7C,1.466144621
Homo sapiens,NDUFS3,Homo sapiens,COX7C,1.691465949
Homo sapiens,NDUFS5,Homo sapiens,COX7C,1.575350781
Homo sapiens,NDUFS7,Homo sapiens,COX7C,1.570576631
Homo sapiens,NDUFS8,Homo sapiens,COX7C,1.576573798
Homo sapiens,P4HA1,Homo sapiens,COX7C,1.46090535
Homo sapiens,PDHA1,Homo sapiens,COX7C,1.69061246
Homo sapiens,PDHB,Homo sapiens,COX7C,1.806261738
Homo sapiens,TOMM40,Homo sapiens,COX7C,1.628203391
Homo sapiens,UQCRQ,Homo sapiens,COX7C,1.561982008
Homo sapiens,SLC25A51,Homo sapiens,COX7C,0.99
Homo sapiens,SURF1,Homo sapiens,COX7C,1.0
Homo sapiens,COX7C,Homo sapiens,TMBIM6,0.794615566
Homo sapiens,COX7C,Homo sapiens,UQCRB,0.857605052
Homo sapiens,COX7C,Homo sapiens,UQCRC2,0.879865743
Homo sapiens,COX7C,Homo sapiens,COX5B,0.983324336
Homo sapiens,COX7C,Homo sapiens,COX4I1,0.959252378
Homo sapiens,COX7C,Homo sapiens,COX2,0.923607188
Homo sapiens,COX7C,Homo sapiens,COX1,0.966187063
Homo sapiens,COX7C,Homo sapiens,COX6B1,0.999983322
Homo sapiens,COX7C,Homo sapiens,COX7A2L,0.999281334
Homo sapiens,COX7C,Homo sapiens,MYO18A,0.774711894
Homo sapiens,COX7C,Homo sapiens,COX6C,0.998819813
Homo sapiens,NRP1,Homo sapiens,COX7C,0.98
Homo sapiens,MAP2K6,Homo sapiens,MAP2K3,1.0
Homo sapiens,MAP2K6,Homo sapiens,ZG16B,0.936869028
Homo sapiens,MAP2K6,Homo sapiens,MAP2K3,1.0
Homo sapiens,MAP2K6,Homo sapiens,CST1,0.854599521
Homo sapiens,MAP2K6,Homo sapiens,MAP2K3,1.0
Homo sapiens,C1QA,Homo sapiens,MAP2K6,0.97538343
Homo sapiens,MAP2K6,Homo sapiens,CDC37,0.999998711
Homo sapiens,CDCA4,Homo sapiens,MAP2K6,0.953601991
Homo sapiens,MAP2K6,Homo sapiens,MAP2K3,884.0
Homo sapiens,MAP2K6,Homo sapiens,SERPINB4,204.0
Homo sapiens,MAP2K6,Homo sapiens,MAPK12,238.0
Homo sapiens,MAP2K6,Homo sapiens,WTAP,102.0
Homo sapiens,MAP2K6,Homo sapiens,MAPK14,238.0
Homo sapiens,MAPK14,Homo sapiens,MAP2K6,1054.0
Homo sapiens,PAK6,Homo sapiens,MAP2K6,136.0
Homo sapiens,MAP2K6,Homo sapiens,YWHAB,0.680507028
Homo sapiens,MAP2K6,Homo sapiens,CARM1,0.635836585
Homo sapiens,MAP2K1,Homo sapiens,MAP2K6,0.001271622
Homo sapiens,CYC1,Homo sapiens,NDUFS4,0.878
Homo sapiens,CYC1,Homo sapiens,NDUFS8,0.859
Homo sapiens,ATP5A1,Homo sapiens,CYC1,0.841
Homo sapiens,CYC1,Homo sapiens,NDUFA12,0.818
Homo sapiens,CYC1,Homo sapiens,NDUFB10,0.76
Homo sapiens,CYC1,Homo sapiens,SURF1,0.895
Homo sapiens,CYC1,Homo sapiens,DHODH,0.866
Homo sapiens,CYC1,Homo sapiens,MRPL4,0.857
Homo sapiens,CYC1,Homo sapiens,NDUFAF3,0.856
Homo sapiens,CYC1,Homo sapiens,SAMM50,0.834
Homo sapiens,COX15,Homo sapiens,CYC1,0.824
Homo sapiens,CYC1,Homo sapiens,SSBP1,0.803
Homo sapiens,CYC1,Homo sapiens,RPUSD4,0.784
Homo sapiens,CYC1,Homo sapiens,MRPL15,0.772
Homo sapiens,CYC1,Homo sapiens,ICT1,0.757
Homo sapiens,CYC1,Homo sapiens,TAP1,0.755
Homo sapiens,HCCS,Homo sapiens,CYC1,0.999989463
Homo sapiens,PEX19,Homo sapiens,CYC1,0.991781066
Homo sapiens,CYC1,Homo sapiens,UQCR10,0.841502961
Homo sapiens,CYC1,Homo sapiens,UQCRB,0.968095348
Homo sapiens,CYC1,Homo sapiens,AFG3L2,0.077624457
Homo sapiens,CYC1,Homo sapiens,ATAD3A,0.214987958
Homo sapiens,CYC1,Homo sapiens,ATAD3B,0.084211605
Homo sapiens,CYC1,Homo sapiens,ATP5I,0.073040842
Homo sapiens,CYC1,Homo sapiens,ATP5O,0.139579194
Homo sapiens,CYC1,Homo sapiens,CLTC,0.17235739
Homo sapiens,ACTN1,Homo sapiens,CYC1,0.071257741
Homo sapiens,ACTN4,Homo sapiens,CYC1,0.096447819
Homo sapiens,ATP1A1,Homo sapiens,CYC1,0.072460868
Homo sapiens,ATP1B1,Homo sapiens,CYC1,0.169343
Homo sapiens,ATP1B3,Homo sapiens,CYC1,0.117629768
Homo sapiens,ATP5H,Homo sapiens,CYC1,0.074089742
Homo sapiens,ATP5L,Homo sapiens,CYC1,0.150584314
Homo sapiens,CANX,Homo sapiens,CYC1,0.125726762
Homo sapiens,COX5A,Homo sapiens,CYC1,0.281655332
Homo sapiens,DLAT,Homo sapiens,CYC1,0.084621087
Homo sapiens,ILVBL,Homo sapiens,CYC1,0.129634184
Homo sapiens,LMAN1,Homo sapiens,CYC1,0.098054349
Homo sapiens,MYL6,Homo sapiens,CYC1,0.173877415
Homo sapiens,NDUFS8,Homo sapiens,CYC1,0.181639922
Homo sapiens,OGDH,Homo sapiens,CYC1,0.089937501
Homo sapiens,RAB1A,Homo sapiens,CYC1,0.115545708
Homo sapiens,RAB1B,Homo sapiens,CYC1,0.072942902
Homo sapiens,RCN1,Homo sapiens,CYC1,0.074590616
Homo sapiens,RPN1,Homo sapiens,CYC1,0.132456163
Homo sapiens,SDHA,Homo sapiens,CYC1,0.178500785
Homo sapiens,SSR1,Homo sapiens,CYC1,0.104869174
Homo sapiens,TMCO1,Homo sapiens,CYC1,0.101826643
Homo sapiens,TOMM40,Homo sapiens,CYC1,0.098948341
Homo sapiens,TPM3,Homo sapiens,CYC1,0.214904264
Homo sapiens,UQCRFS1,Homo sapiens,CYC1,0.995004988
Homo sapiens,CYC1,Homo sapiens,HSD17B12,0.146683921
Homo sapiens,CYC1,Homo sapiens,MRPL37,0.081933799
Homo sapiens,CYC1,Homo sapiens,CYTB,0.953149344
Homo sapiens,CYC1,Homo sapiens,MYH7B,0.076533267
Homo sapiens,CYC1,Homo sapiens,NDUFB10,0.179944406
Homo sapiens,CYC1,Homo sapiens,NDUFS3,0.097618099
Homo sapiens,CYC1,Homo sapiens,NDUFS4,0.151490184
Homo sapiens,CYC1,Homo sapiens,PHB,0.071722669
Homo sapiens,CYC1,Homo sapiens,PHB2,0.169311709
Homo sapiens,CYC1,Homo sapiens,PPP2R1A,0.091037203
Homo sapiens,CYC1,Homo sapiens,SGPL1,0.075855756
Homo sapiens,CYC1,Homo sapiens,SLC25A3,0.225646051
Homo sapiens,CYC1,Homo sapiens,UQCRB,0.135270587
Homo sapiens,CYC1,Homo sapiens,VDAC1,0.083018901
Homo sapiens,CYC1,Homo sapiens,VDAC2,0.090515769
Homo sapiens,CYC1,Homo sapiens,VDAC3,0.103905225
Homo sapiens,NDUFA4,Homo sapiens,CYC1,94.7
Homo sapiens,NDUFS3,Homo sapiens,CYC1,94.5
Homo sapiens,HCCS,Homo sapiens,CYC1,0.999895592
Homo sapiens,UQCRH,Homo sapiens,CYC1,0.987828044
Homo sapiens,PEX19,Homo sapiens,CYC1,0.956886723
Homo sapiens,CYC1,Homo sapiens,UQCRB,0.936677682
Homo sapiens,NDUFS7,Homo sapiens,CYC1,1.82381311
Homo sapiens,CYC1,Homo sapiens,ATP2A2,1.820070919
Homo sapiens,CYC1,Homo sapiens,P4HA1,1.801371418
Homo sapiens,CYC1,Homo sapiens,LRPPRC,1.788494649
Homo sapiens,NDUFS8,Homo sapiens,CYC1,1.786980293
Homo sapiens,CYC1,Homo sapiens,VCP,1.782124109
Homo sapiens,CYC1,Homo sapiens,NNT,1.771320149
Homo sapiens,UQCRH,Homo sapiens,CYC1,1.751084076
Homo sapiens,CYC1,Homo sapiens,NDUFV1,1.749728649
Homo sapiens,CYC1,Homo sapiens,POR,1.742867081
Homo sapiens,CYC1,Homo sapiens,UQCRC1,1.720493374
Homo sapiens,CYC1,Homo sapiens,HMOX2,1.714214641
Homo sapiens,CYC1,Homo sapiens,ASPH,1.711248965
Homo sapiens,CYC1,Homo sapiens,LONP1,1.709877673
Homo sapiens,CYC1,Homo sapiens,CORO1C,1.705462915
Homo sapiens,CYC1,Homo sapiens,BCKDHA,1.694665087
Homo sapiens,NDUFS3,Homo sapiens,CYC1,1.693033149
Homo sapiens,EMC8,Homo sapiens,CYC1,1.682563833
Homo sapiens,CYC1,Homo sapiens,NDUFS1,1.663286581
Homo sapiens,CYC1,Homo sapiens,ATP6V1B2,1.658870088
Homo sapiens,CYC1,Homo sapiens,CANX,1.64718247
Homo sapiens,CYC1,Homo sapiens,LRRC59,1.620800564
Homo sapiens,CYC1,Homo sapiens,BCKDHB,1.588452512
Homo sapiens,CYC1,Homo sapiens,EMC4,1.582694366
Homo sapiens,CYC1,Homo sapiens,UQCRC2,1.570058757
Homo sapiens,CYC1,Homo sapiens,PDHB,1.569885301
Homo sapiens,CYC1,Homo sapiens,NDUFV2,1.55639247
Homo sapiens,CYC1,Homo sapiens,RCN2,1.547170878
Homo sapiens,CYC1,Homo sapiens,NDUFA9,1.535650371
Homo sapiens,CYC1,Homo sapiens,ATP6V1A,1.529264094
Homo sapiens,APOE,Homo sapiens,CYC1,1.525617522
Homo sapiens,CYC1,Homo sapiens,EMC2,1.518998685
Homo sapiens,CYC1,Homo sapiens,LACTB,1.516072543
Homo sapiens,CYC1,Homo sapiens,ARMCX3,1.512345337
Homo sapiens,PDHA1,Homo sapiens,CYC1,1.504216964
Homo sapiens,CYC1,Homo sapiens,EEF2,1.503465385
Homo sapiens,CYC1,Homo sapiens,PON2,1.49080006
Homo sapiens,CYC1,Homo sapiens,TUFM,1.479617413
Homo sapiens,ATP5B,Homo sapiens,CYC1,1.478221256
Homo sapiens,TPP1,Homo sapiens,CYC1,1.465361743
Homo sapiens,CYC1,Homo sapiens,HK1,1.453815944
Homo sapiens,COX7A2L,Homo sapiens,CYC1,1.701071197
Homo sapiens,CYC1,Homo sapiens,ACTB,1.668170177
Homo sapiens,CYC1,Homo sapiens,ANKRD34C,1.609530501
Homo sapiens,CYC1,Homo sapiens,ATP5C1,1.741467156
Homo sapiens,CYC1,Homo sapiens,C20orf24,1.735050496
Homo sapiens,CYC1,Homo sapiens,CALR,1.503868276
Homo sapiens,CYC1,Homo sapiens,COA3,1.567088123
Homo sapiens,CYC1,Homo sapiens,COX4I1,1.807055394
Homo sapiens,CYC1,Homo sapiens,COX5A,1.619984354
Homo sapiens,CYC1,Homo sapiens,COX6C,1.826437295
Homo sapiens,CYC1,Homo sapiens,COX7A2,1.602505941
Homo sapiens,CYC1,Homo sapiens,COX7B,1.455977108
Homo sapiens,CYC1,Homo sapiens,COX7C,1.794850538
Homo sapiens,CYC1,Homo sapiens,COX8A,1.731598961
Homo sapiens,CYC1,Homo sapiens,CPT1A,1.45727454
Homo sapiens,CYC1,Homo sapiens,HADHA,1.845608348
Homo sapiens,CYC1,Homo sapiens,HADHB,1.810430384
Homo sapiens,CYC1,Homo sapiens,HSP90B1,1.675970579
Homo sapiens,CYC1,Homo sapiens,IMMT,1.472262575
Homo sapiens,CYC1,Homo sapiens,MTCH2,1.532727097
Homo sapiens,CYC1,Homo sapiens,MYL12A,1.708596423
Homo sapiens,CYC1,Homo sapiens,NIPSNAP1,1.659928907
Homo sapiens,CYC1,Homo sapiens,PHB,1.654938171
Homo sapiens,CYC1,Homo sapiens,PHB2,1.657191171
Homo sapiens,CYC1,Homo sapiens,SCCPDH,1.689557832
Homo sapiens,CYC1,Homo sapiens,TFAM,1.608150118
Homo sapiens,CYC1,Homo sapiens,TOMM22,1.675236635
Homo sapiens,CYC1,Homo sapiens,TOMM5,1.660632194
Homo sapiens,CYC1,Homo sapiens,VDAC1,1.67149134
Homo sapiens,CYC1,Homo sapiens,VDAC2,1.820784344
Homo sapiens,CYC1,Homo sapiens,VDAC3,1.774533158
Homo sapiens,CYC1,Homo sapiens,ZNF782,1.628411705
Homo sapiens,GBAS,Homo sapiens,CYC1,1.627434705
Homo sapiens,MGST3,Homo sapiens,CYC1,1.686954962
Homo sapiens,COX2,Homo sapiens,CYC1,1.834532307
Homo sapiens,NDUFA4,Homo sapiens,CYC1,1.596600769
Homo sapiens,NDUFS2,Homo sapiens,CYC1,1.564246287
Homo sapiens,NDUFS5,Homo sapiens,CYC1,1.574570033
Homo sapiens,TOMM40,Homo sapiens,CYC1,1.69402698
Homo sapiens,UQCRQ,Homo sapiens,CYC1,1.638897809
Homo sapiens,APOO,Homo sapiens,CYC1,0.97
Homo sapiens,SLC25A12,Homo sapiens,CYC1,1.0
Homo sapiens,PHB2,Homo sapiens,CYC1,25.0
Homo sapiens,SFXN1,Homo sapiens,CYC1,40.0
Homo sapiens,HCCS,Homo sapiens,CYC1,0.999949058
Homo sapiens,PTGES2,Homo sapiens,CYC1,0.993243692
Homo sapiens,UQCRQ,Homo sapiens,CYC1,0.763244637
Homo sapiens,ATP2A1,Homo sapiens,CYC1,0.893218201
Homo sapiens,UQCR10,Homo sapiens,CYC1,0.99753404
Homo sapiens,UQCRH,Homo sapiens,CYC1,0.947543108
Homo sapiens,CYC1,Homo sapiens,UQCRB,0.968211567
Homo sapiens,PEX19,Homo sapiens,CYC1,0.983179745
Homo sapiens,SCYL3,Homo sapiens,CYC1,0.959712989
Homo sapiens,SPPL2B,Homo sapiens,CYC1,0.957596907
Homo sapiens,TMED10,Homo sapiens,CYC1,0.860287491
Homo sapiens,MECP2,Homo sapiens,CYC1,14.2694964
Homo sapiens,SLC25A1,Homo sapiens,CYC1,0.564698737
Homo sapiens,SLC25A32,Homo sapiens,CYC1,0.721246481
Homo sapiens,MFSD10,Homo sapiens,CYC1,0.593547171
Homo sapiens,MFSD5,Homo sapiens,CYC1,0.513929272
Homo sapiens,SLC19A2,Homo sapiens,CYC1,0.420692955
Homo sapiens,SLC27A4,Homo sapiens,CYC1,0.639041332
Homo sapiens,SLC37A4,Homo sapiens,CYC1,0.75384762
Homo sapiens,SLC39A11,Homo sapiens,CYC1,0.976241568
Homo sapiens,SLC39A14,Homo sapiens,CYC1,0.598261066
Homo sapiens,SLC39A4,Homo sapiens,CYC1,0.837061357
Homo sapiens,SLC39A7,Homo sapiens,CYC1,0.402985153
Homo sapiens,SLC39A8,Homo sapiens,CYC1,0.647588016
Homo sapiens,SLC52A3,Homo sapiens,CYC1,0.954744268
Homo sapiens,SLC6A11,Homo sapiens,CYC1,0.902564584
Homo sapiens,SLC6A12,Homo sapiens,CYC1,0.739260986
Homo sapiens,NDUFA2,Homo sapiens,NDUFA12,0.783
Homo sapiens,NDUFA12,Homo sapiens,NDUFS4,0.929
Homo sapiens,NDUFA12,Homo sapiens,NDUFS1,0.797
Homo sapiens,NDUFA12,Homo sapiens,NDUFB9,0.782
Homo sapiens,NDUFA9,Homo sapiens,NDUFA12,0.761
Homo sapiens,ATP5H,Homo sapiens,NDUFA12,0.829
Homo sapiens,CYC1,Homo sapiens,NDUFA12,0.818
Homo sapiens,ATP5C1,Homo sapiens,NDUFA12,0.783
Homo sapiens,ATP5B,Homo sapiens,NDUFA12,0.756
Homo sapiens,NDUFA12,Homo sapiens,SURF1,0.908
Homo sapiens,NDUFA12,Homo sapiens,MRPL15,0.872
Homo sapiens,ABCD1,Homo sapiens,NDUFA12,0.83
Homo sapiens,MPV17,Homo sapiens,NDUFA12,0.828
Homo sapiens,ERLIN1,Homo sapiens,NDUFA12,0.798
Homo sapiens,MMGT1,Homo sapiens,NDUFA12,0.794
Homo sapiens,COX15,Homo sapiens,NDUFA12,0.779
Homo sapiens,NDUFA12,Homo sapiens,TOMM22,0.772
Homo sapiens,NDUFS3,Homo sapiens,NDUFA12,0.999999595
Homo sapiens,NDUFA8,Homo sapiens,NDUFA12,0.999998895
Homo sapiens,ATP1B1,Homo sapiens,NDUFA12,0.127769995
Homo sapiens,ATP1B3,Homo sapiens,NDUFA12,0.111691717
Homo sapiens,CISD1,Homo sapiens,NDUFA12,0.070394062
Homo sapiens,MTCH2,Homo sapiens,NDUFA12,0.112918971
Homo sapiens,NDUFA10,Homo sapiens,NDUFA12,0.078314944
Homo sapiens,NDUFB9,Homo sapiens,NDUFA12,0.099749272
Homo sapiens,NDUFS3,Homo sapiens,NDUFA12,0.07773857
Homo sapiens,NDUFS8,Homo sapiens,NDUFA12,0.220718968
Homo sapiens,RPN1,Homo sapiens,NDUFA12,0.112312502
Homo sapiens,SDHB,Homo sapiens,NDUFA12,0.113170257
Homo sapiens,SLC25A3,Homo sapiens,NDUFA12,0.083319359
Homo sapiens,UQCRB,Homo sapiens,NDUFA12,0.140781124
Homo sapiens,UQCRC2,Homo sapiens,NDUFA12,0.152202874
Homo sapiens,VDAC2,Homo sapiens,NDUFA12,0.130673928
Homo sapiens,NDUFA12,Homo sapiens,NDUFA6,0.074342685
Homo sapiens,NDUFA4,Homo sapiens,NDUFA12,98.7
Homo sapiens,NDUFS3,Homo sapiens,NDUFA12,98.3
Homo sapiens,C15orf48,Homo sapiens,NDUFA12,97.6
Homo sapiens,NDUFB11,Homo sapiens,NDUFA12,0.999999299
Homo sapiens,NDUFS3,Homo sapiens,NDUFA12,0.999998038
Homo sapiens,NDUFA8,Homo sapiens,NDUFA12,0.999995528
Homo sapiens,NDUFS6,Homo sapiens,NDUFA12,0.99999406
Homo sapiens,IL1R2,Homo sapiens,NDUFA12,0.999641547
Homo sapiens,NDUFS7,Homo sapiens,NDUFA12,0.99853548
Homo sapiens,YIPF3,Homo sapiens,NDUFA12,0.997786243
Homo sapiens,NDUFA13,Homo sapiens,NDUFA12,0.99353978
Homo sapiens,GALNT6,Homo sapiens,NDUFA12,0.981631466
Homo sapiens,GDPD5,Homo sapiens,NDUFA12,0.977575572
Homo sapiens,VAPB,Homo sapiens,NDUFA12,0.942376736
Homo sapiens,TRMT1,Homo sapiens,NDUFA12,0.896231629
Homo sapiens,YBEY,Homo sapiens,NDUFA12,0.864009032
Homo sapiens,GPR107,Homo sapiens,NDUFA12,0.792791223
Homo sapiens,C3AR1,Homo sapiens,NDUFA12,0.771010414
Homo sapiens,CYB5B,Homo sapiens,NDUFA12,1.459333472
Homo sapiens,NDUFB10,Homo sapiens,NDUFA12,1.468902136
Homo sapiens,ACAD9,Homo sapiens,NDUFA12,1.0
Homo sapiens,AUH,Homo sapiens,NDUFA12,1.0
Homo sapiens,C12orf65,Homo sapiens,NDUFA12,1.0
Homo sapiens,C17orf80,Homo sapiens,NDUFA12,1.0
Homo sapiens,C1QBP,Homo sapiens,NDUFA12,1.0
Homo sapiens,C21orf33,Homo sapiens,NDUFA12,1.0
Homo sapiens,C6orf203,Homo sapiens,NDUFA12,1.0
Homo sapiens,C8orf82,Homo sapiens,NDUFA12,1.0
Homo sapiens,MCUR1,Homo sapiens,NDUFA12,1.0
Homo sapiens,CCDC90B,Homo sapiens,NDUFA12,1.0
Homo sapiens,CHCHD1,Homo sapiens,NDUFA12,1.0
Homo sapiens,COX15,Homo sapiens,NDUFA12,1.0
Homo sapiens,CRYZ,Homo sapiens,NDUFA12,1.0
Homo sapiens,CS,Homo sapiens,NDUFA12,1.0
Homo sapiens,DDX28,Homo sapiens,NDUFA12,1.0
Homo sapiens,DHX30,Homo sapiens,NDUFA12,1.0
Homo sapiens,FASTKD2,Homo sapiens,NDUFA12,1.0
Homo sapiens,FASTKD3,Homo sapiens,NDUFA12,1.0
Homo sapiens,FASTKD5,Homo sapiens,NDUFA12,1.0
Homo sapiens,GFM1,Homo sapiens,NDUFA12,1.0
Homo sapiens,GFM2,Homo sapiens,NDUFA12,1.0
Homo sapiens,GRSF1,Homo sapiens,NDUFA12,1.0
Homo sapiens,HINT2,Homo sapiens,NDUFA12,1.0
Homo sapiens,ICT1,Homo sapiens,NDUFA12,1.0
Homo sapiens,LONP1,Homo sapiens,NDUFA12,1.0
Homo sapiens,LRPPRC,Homo sapiens,NDUFA12,1.0
Homo sapiens,MCU,Homo sapiens,NDUFA12,1.0
Homo sapiens,CCDC109B,Homo sapiens,NDUFA12,1.0
Homo sapiens,MDH2,Homo sapiens,NDUFA12,1.0
Homo sapiens,METTL15,Homo sapiens,NDUFA12,1.0
Homo sapiens,METTL17,Homo sapiens,NDUFA12,1.0
Homo sapiens,MRPL11,Homo sapiens,NDUFA12,1.0
Homo sapiens,MRPS12,Homo sapiens,NDUFA12,1.0
Homo sapiens,MRPS26,Homo sapiens,NDUFA12,1.0
Homo sapiens,MRRF,Homo sapiens,NDUFA12,1.0
Homo sapiens,MTERF3,Homo sapiens,NDUFA12,1.0
Homo sapiens,MTG1,Homo sapiens,NDUFA12,1.0
Homo sapiens,MTG2,Homo sapiens,NDUFA12,1.0
Homo sapiens,MTIF2,Homo sapiens,NDUFA12,1.0
Homo sapiens,MTIF3,Homo sapiens,NDUFA12,1.0
Homo sapiens,MTRF1,Homo sapiens,NDUFA12,1.0
Homo sapiens,MTRF1L,Homo sapiens,NDUFA12,1.0
Homo sapiens,NGRN,Homo sapiens,NDUFA12,1.0
Homo sapiens,OTC,Homo sapiens,NDUFA12,1.0
Homo sapiens,PMPCA,Homo sapiens,NDUFA12,1.0
Homo sapiens,PMPCB,Homo sapiens,NDUFA12,1.0
Homo sapiens,RMND1,Homo sapiens,NDUFA12,1.0
Homo sapiens,RPUSD3,Homo sapiens,NDUFA12,1.0
Homo sapiens,RPUSD4,Homo sapiens,NDUFA12,1.0
Homo sapiens,SLC25A51,Homo sapiens,NDUFA12,0.99
Homo sapiens,SLIRP,Homo sapiens,NDUFA12,1.0
Homo sapiens,SSBP1,Homo sapiens,NDUFA12,1.0
Homo sapiens,SURF1,Homo sapiens,NDUFA12,1.0
Homo sapiens,TACO1,Homo sapiens,NDUFA12,1.0
Homo sapiens,TBRG4,Homo sapiens,NDUFA12,1.0
Homo sapiens,TEFM,Homo sapiens,NDUFA12,1.0
Homo sapiens,TFAM,Homo sapiens,NDUFA12,1.0
Homo sapiens,TMEM70,Homo sapiens,NDUFA12,1.0
Homo sapiens,TRUB2,Homo sapiens,NDUFA12,1.0
Homo sapiens,TSFM,Homo sapiens,NDUFA12,1.0
Homo sapiens,TUFM,Homo sapiens,NDUFA12,1.0
Homo sapiens,VWA8,Homo sapiens,NDUFA12,1.0
Homo sapiens,EXD2,Homo sapiens,NDUFA12,1.0
Homo sapiens,DNAJA3,Homo sapiens,NDUFA12,610.0
Homo sapiens,DNAJC15,Homo sapiens,NDUFA12,545.0
Homo sapiens,DNAJC19,Homo sapiens,NDUFA12,335.0
Homo sapiens,DNAJC28,Homo sapiens,NDUFA12,255.0
Homo sapiens,HSCB,Homo sapiens,NDUFA12,840.0
Homo sapiens,HSPA9,Homo sapiens,NDUFA12,185.0
Homo sapiens,AARS2,Homo sapiens,NDUFA12,25.0
Homo sapiens,COX8A,Homo sapiens,NDUFA12,35.0
Homo sapiens,CS,Homo sapiens,NDUFA12,40.0
Homo sapiens,PDHA1,Homo sapiens,NDUFA12,40.0
Homo sapiens,DDX39A,Homo sapiens,NDUFA12,4.093132427
Homo sapiens,NDUFC2,Homo sapiens,NDUFA12,0.999859469
Homo sapiens,CRELD1,Homo sapiens,NDUFA12,0.995636095
Homo sapiens,NDUFV3,Homo sapiens,NDUFA12,1.0
Homo sapiens,NDUFB7,Homo sapiens,NDUFA12,0.999947063
Homo sapiens,NDUFA13,Homo sapiens,NDUFA12,0.975789444
Homo sapiens,NDUFA12,Homo sapiens,NDUFS3,0.99999356
Homo sapiens,SLC22A4,Homo sapiens,NDUFA12,0.814841776
Homo sapiens,NDUFA12,Homo sapiens,NDUFB5,0.996335329
Homo sapiens,NDUFV2,Homo sapiens,NDUFA12,0.999999639
Homo sapiens,TSHZ2,Homo sapiens,NDUFA12,0.914852945
Homo sapiens,NDUFS7,Homo sapiens,NDUFA12,0.994339256
Homo sapiens,NDUFA12,Homo sapiens,NDUFA9,0.999854035
Homo sapiens,NDUFA12,Homo sapiens,NDUFA8,0.999981274
Homo sapiens,GJA8,Homo sapiens,NDUFA12,0.958284035
Homo sapiens,YIPF3,Homo sapiens,NDUFA12,0.992545254
Homo sapiens,NDUFA12,Homo sapiens,NDUFB9,0.912719478
Homo sapiens,AQP3,Homo sapiens,NDUFA12,0.995283683
Homo sapiens,NDUFB8,Homo sapiens,NDUFA12,0.990972154
Homo sapiens,NDUFA1,Homo sapiens,NDUFA12,0.999964753
Homo sapiens,NDUFA7,Homo sapiens,NDUFA12,0.999999983
Homo sapiens,IL1R2,Homo sapiens,NDUFA12,0.997874354
Homo sapiens,GALNT6,Homo sapiens,NDUFA12,0.945437493
Homo sapiens,NDUFB11,Homo sapiens,NDUFA12,0.999996631
Homo sapiens,VAPB,Homo sapiens,NDUFA12,0.822709163
Homo sapiens,HLA-DQB1,Homo sapiens,NDUFA12,0.912189862
Homo sapiens,CYP2J2,Homo sapiens,NDUFA12,0.884832908
Homo sapiens,GDPD5,Homo sapiens,NDUFA12,0.944481576
Homo sapiens,NDUFA12,Homo sapiens,NDUFS6,0.999999701
Homo sapiens,NDUFA12,Homo sapiens,NDUFS4,0.999264427
Homo sapiens,NDUFS5,Homo sapiens,NDUFA12,0.999638068
Homo sapiens,EXTL3,Homo sapiens,NDUFA12,0.800739694
Homo sapiens,NDUFA12,Homo sapiens,GPIHBP1,0.999963036
Homo sapiens,NDUFA12,Homo sapiens,ND5,0.984812884
Homo sapiens,NDUFB3,Homo sapiens,NDUFA12,0.999996287
Homo sapiens,WIF1,Homo sapiens,NDUFA12,0.959010236
Homo sapiens,DNAJC30,Homo sapiens,NDUFA12,0.99999967
Homo sapiens,HLA-DRB1,Homo sapiens,NDUFA12,0.989272039
Homo sapiens,NTNG1,Homo sapiens,NDUFA12,0.957602774
Homo sapiens,NDUFS6,Homo sapiens,NDUFA12,0.99999999
Homo sapiens,EMP3,Homo sapiens,NDUFA12,0.981742669
Homo sapiens,NDUFA9,Homo sapiens,NDUFA12,0.999994188
Homo sapiens,NRP1,Homo sapiens,NDUFA12,1.0
Homo sapiens,BSG,Homo sapiens,NDUFA12,1.0
Homo sapiens,AAK1,Homo sapiens,NDUFA12,0.727675491
Homo sapiens,BMP2K,Homo sapiens,NDUFA12,0.727675491
Homo sapiens,MFSD10,Homo sapiens,NDUFA12,0.908102389
Homo sapiens,SLC35A3,Homo sapiens,NDUFA12,0.945857007
Homo sapiens,SLC35B1,Homo sapiens,NDUFA12,0.922679456
Homo sapiens,SLC35B2,Homo sapiens,NDUFA12,0.810261262
Homo sapiens,SLC35C2,Homo sapiens,NDUFA12,0.474072415
Homo sapiens,NDUFB5,Homo sapiens,NDUFB9,0.876
Homo sapiens,NDUFB5,Homo sapiens,NDUFS1,0.777
Homo sapiens,NDUFB5,Homo sapiens,NDUFS4,0.76
Homo sapiens,NDUFB5,Homo sapiens,NDUFS7,0.752
Homo sapiens,ATP5F1,Homo sapiens,NDUFB5,0.812
Homo sapiens,DLD,Homo sapiens,NDUFB5,0.836
Homo sapiens,SLC25A3,Homo sapiens,NDUFB5,0.842
Homo sapiens,MARCKSL1,Homo sapiens,NDUFB5,0.842
Homo sapiens,LAMTOR3,Homo sapiens,NDUFB5,0.832
